text,Sentiments
RT @barcastuff: New Barcelona player Alexis Sanchez yesterday left Chile to travel to Barcelona. Tomorrow he'll train for the first time ...,2
"I think Michael  Jackson was murdered. Not by Conrad Murray, but he aided and abetted. I think someone else was in the house that morning.",2
Kung fu panda 2 or take em back to the jungle book~ RT @DwyaneWade Movie night with the kids at the crib. What should we watch??,2
Yesterday Judge Pastor ruled there will be no more delays in the Conrad Murray manslaughter trial. He also stated... http://fb.me/WmCs1xtW,2
The GOP's greatest crime? @pwire: Boehner proposes Obama speech be on the same night as NFL opening night... http://t.co/aS8DBGS,0
"Eh, em...attention! True Blood is on tonight, oh yeah! Sink ur teeth into it! LOL",1
Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.,1
:O INBETWEENERS MOVIE A WEEK TODAY!! Aaaahhhh! Might wear my wellies to the cinema cause I'll be 'knee deep in clunge' ;),1
The MTA will be at Mondawmin Metro Station from 3-5pm today to celebrate The Baltimore Grand Prix. We'll have a race car for you to see!,1
"Finally wrapped up shooting in Vegas, time for a good night on the town :)",1
Today's #TriviaThrusday is the first I didn't have to look up.... Who doesn't know Steve Jobs worked at Atari!,2
"Had a little trip out to the old town of Albuquerque, could easily be Mexico or Spain! Off to Vegas 2moz should get there Monday morning!",2
@CharlieBlythe i'm going on Big Brother's Bit On The Side next Tuesday! I thought you would appreciate this haha :),1
@Van_Gucci1 you wanna go see inbetweeners next wednesday?,2
"Will the so cal earthquake hit already, so it doesn't hit during Summerslam or next weeks Monday night raw #earthquake",2
USA Golf Today Bob Ryan: Tiger now a JAG (Just Another Guy): Bob Ryan of the 'Boston Globe' called Tiger Woods ... http://usat.ly/mZDjVU,0
But first today...taking all the brood to see Rise of the Planet of the Apes. Might sneak the dog in too...,2
"What a great question to ask myself: ""If today were the last day of my life, would I want to do what I am about to do today?"" Steve Jobs",2
F-Train was messed up again today between York and Carroll St....what's going on MTA???? GET IT TOGETHER!!!,0
"On August 29, ima play Lil Wayne, Tie My Hands,. ima play it 29 times, then ima download Tha Carter IV #respect",2
Here is the nip slip that happened yesterday on Good Morning America....and Nicki Minaj is not happy but ABC has... http://fb.me/EVXID9e9,0
"Increase Windows 7 Performance in 4 Easy Steps: ... complete with Windows 7, you may find you're lacking some po... http://t.co/JONqQqr",2
"Gartner: Windows 7 on 94 percent of new PCs: by Steven Mostyn - Aug 10 2011, 07:48 Google may one day seek to sh... http://bit.ly/of7Syg",2
"ENough muslim countries lobbying in the us for today, i'm watching 'twilight saga: eclipse ' to better understand girls)))",2
"Final Destination 5 opens Friday. If it does well, they'll film ""FD6"" and ""FD7."" So it's really more like ""Qualifying Heat Destination 5.""",2
Real Madrid and I are #TakingItToTheHouse tonight! #FIFA11,2
I want to go see Final Destination 5 on Friday.,2
"RT @SnickerMyDoodle: ""I hope Notre Dame wins tonight and the Steelers win tomorrow""",1
"RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK #fb",2
@TheLadyJane this is very true. Although they've taken the Wednesday repeats off for Big Brother :-/,2
Sonny bill williams named in the first xv to face Tonga on Friday. This man is one to watch my other is Isreal Dagg #rwc2011,1
"good night Michael Jackson, I do love You. see you in my dream :*",1
Starting the 3rd season of Sons of Anarchy. I watched seasons 1 and 2 in the last couple weeks. . I'm seriously hooked,1
Did I really have a debate about twilight last night? And I was team Edward???,0
"Tiger Woods' former caddie Steve Williams made about $140,000 for his work with Adam Scott today. Tiger Woods' new caddie made $5,800 #golf",2
If Fabregas doesnt goto Barcelona this season he may never make his Dream switch with Alcantra already starting to seal his position #EPL,0
RT @JoshDorner: RT @ThinkProgress These golf balls with Pelosi's face on them allegedly distributed at Boehner fundraiser today. http:// ...,2
"Final Destination 5, August 24. Death how we've missed you.",1
HTC Announces Two New Smartphones - the Radar and the Titan: HTC announced two new Windows 7 smartphones today a... http://t.co/uoobqH6,2
@peterfacinelli Good luck tonight @ The Teen Choice Awards :) i know Twilight is gonna take them all!! Ill b watching Xoxo,1
Hide in country clubs all U want Boehner! ReverseRobocall.com launching soon & I'm one of 1st in line! Join me. #launch http://t.co/6Qpx3X4,1
[411Music] Dr. Conrad Murray to Take the Stand in Michael Jackson Murder Trial: Jury selection begins this Thursday... http://t.co/IXWiLCj,2
"RT @Dynamomagician: I saw Kayvan Novak tonight aka Phonejacker aka the guy from the film Four Lions. 1st thing I said to him was ""Rubber ...",2
"I had an awesome time at #SCKCS now it's on to work, Saturday nite in Vegas, this should be fun.",1
"media going mad for anderson silva in rio and its only wednesday , saturday is gonna be epic @ufc",1
@NuckHeadJJ Glad Twilight night was a success. I'll make it to the next one!  Sorry to be the lame-o!,1
"Girl singing the national anthem tonight is a Boise State student. I gave her a ""Go Ducks"" before she went out. Didn't seem to faze her.",1
"DBJ Tech Watch for Monday 8/8: News of Facebook, Google, Microsoft, CenturyLink and more: Welcome to the Denver... http://dlvr.it/fMfXB",2
@Sara__Rodrigo its almost 6pm in japan now..heheh..but good morning to you too,1
"Good football practice today. One day away from the saints game, and 1 week away from the anderson silva fight in rio!!!!! Can't wait!!!!!!!",1
"@ashaLadawn yeah, Imma be in vegas from 18th-23rd so I just want a dinner in dallas with friends",2
Nicki Miinaj Talks to Robin Roberts on Good Morning America: Nicki Minaj performed for the Good Morning America ... http://bit.ly/n6F3pC,2
"RT @MikeABarber: ""We called Boise State & tried to get them to schedule North Carolina on Monday night. They didn't do it"" Mickey Matthe ...",2
My random rant of the night:Lady Gaga being considered a fashion icon!Who in their right mind considers that fashion?She dresses in trash.,0
RT @BnardWilliams Good Morning World... I'm pleased to inform you that the Carter IV will not be like Watch The Throne..,1
@BarackObama don't do it!  He won't respect you!  RT @thehill: Boehner asks Obama to move speech to Thursday http://ow.ly/6i345,0
Might have to make that Final Destination 5 move on friday...,2
I know one thing I can do tomorrow.. Write a blog post about my newly discovered love for Vampire Diaries!,1
Tonga will perform the first haka at Eden Park on Friday; the All Blacks can choose to do their haka simultaneously or once Tonga finishes.,2
Droid Bionic Confirmed for September 8th: While most of the United States had its eyes on the East cost last nig... http://t.co/Bkkt9rH,2
"Charlie Sheen's ""winning"" ways get roasted on TV: LOS ANGELES (Reuters) - He may have looked like he was ""... http://t.co/AzsR30A",2
Nokia N9 will not launch in the United States: Nokia confirmed on Tuesday that its flagship MeeGo-powered N9 sma... http://bit.ly/ojyWQa,2
[411Music] Dr. Conrad Murray to Take the Stand in Michael Jackson Murder Trial: Jury selection begins this Thursday... http://t.co/IXWiLCj,2
@LeighFrancis: Celebrity Juice tonight 10pm itv2. Hurrraaaaah! its a Back to school special who's featuring ! The wait is too much ! Ooosh,1
The MTA should be pretty embarrassed tonight.,0
"Coming home tonight, I saw a ""We support Italy in the Rugby World Cup"" in a hair salon in Newmarket. Ha! How come... http://fb.me/FqjKXVEB",2
can't wait to see the anderson silva fight saturday woop woop,1
The Raiders need to represent tonight!,1
The brilliant Drew Westen offers a great critique of the Obama presidency: http://t.co/DOBUyVU,1
Today's news: Democrats offer Republicans everything they asked for; Republicans demand more. Not hard to understand: R's want a shutdown.,2
"RT @KStewRobLuvR: I just realized the Teen Choice Awards were tonight at 8! =) I hope Rob, Kristen, and anything Twilight related wins!",1
RT @TelegraphSport: Gavin Henson looks set to miss the Rugby World Cup after dislocating a bone in his right wrist yesterday,0
"Asiikk:DRT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK",2
RT @JRathboneFB: RT @PezTheDrummer: Photo: Mr. Jackson Rathbone (aka Jasper from Twilight) was looking MIGHTY fine tonight http://tumblr ...,1
"@HartsPub ru showing the All Blacks v Tonga game Friday nite? With the sound up? Definitely not showing the league, right? #RWC2011",0
"Nicki Minaj flashes a nipple on Good Morning America, youLve gotta see it, AfgHAN SAYs So http://bit.ly/rg5jPa",1
Good morning! Need a Google + invite? http://t.co/XgXdIFf I have a few #plusinvites. Love to see the #gtchat folks there!,1
Saturday: picnic in park with @mrlovis thrown around a moshpit at Datsuns and London is burning. Balance in all things,2
"Criticism of Rick Perry is ridiculous, which choice?  Obama's hip-hop barbecue two days ago, or Perry praying for the President today?",0
@Just1Jerrah vegas here i come yeah watch out las vegas the  bring back the brown sd is taking over at las vegas next week and tomorrow,1
RE: @leighacton What the heck was obama doing for the 1st 2 years when Democrats controlled everything?!!! http://disq.us/2lpzqm,0
More like Chris Brown in Feb. '09 RT @KREAYSHAWN: Y'all treat me like Elvis Presley in the 50's.,2
Kim Coates was awesome on #Entourage tonight. Although it makes me really miss Sons of Anarchy. Can't wait #SAMCRO,1
"@sunnyvegas702 Nice! Disagreement! Of course, he sat down with Boehner only thi (@YouTube http://youtu.be/_darnZtzjJo?a)",1
RT @vancan19: Lokomotiv Yaroslavl were on the plane that crashed in Russia this.morning. Pavol Demitra was likely on that flight. #canuc ...,2
"RT @MollySportsTV: Our Football Season Preview shows start airing tonight on The Mtn..half-hour, each program..the latest on Boise State ...",2
OMG I can't wait to see what Beyonce is gonna do at the VMA'S Sunday August 28th! http://twitpic.com/62q0w9,1
I'm stuck in London again... :( I don't wanna spend the night in McDonald's!,0
Im getting horny Hey that reminds me is it the 19th yet? New two and a half men and/or roast of Charlie Sheen,1
The USA Eagles take on Canada tonight at 9pm EST in a warm-up before the Rugby World Cup - If you have Direct TV... http://t.co/TVBfage,2
I want a Windows 7 tablet for my birthday because....Windows 8 beta may land the same month...maybe.,2
Is it April Fool's Day?  Real Madrid signs 7-year-old Argentine prospect Leo - ESPN http://es.pn/ooXPiz,0
"RT @TomCrowe: Why doesn't Obama just sign an executive order that declares the U.S. has AAA rating? I mean, c'mon?",2
True Blood tonight! Always the best night of the week.,1
"@tankdogc27 Steelers fans are AWESOME! Just for that, I'm making it my mission to piss off a Brown's fan today hehe #inspiration",1
Good Morning. Its DEFINITELY time 4 a new phone. alarm clock ringer isnt going off anymore. Tryin 2 wait on Steve Jobs before I make a move,1
Summerslam preview coming Fri. Only 4 announced matches even tho there will be 7 or 8. Very odd. Will make for brief preview!,2
Fun night tonight at Vampire Diaries. Great Teen Choice Award winners!,1
"Every time I don't have anything to do, I'll watch the shows I stopped halfway. LOL And it's Teen Top's MTA today. :P",1
Fun date night with my girl. Home early. Ice my aching body. Wish i had Netflix right about now....,1
RT @Mrxtrabusy: Is it true the MTA will not be running on Saturday due to the Hurricane?,0
RT @RealMadridFC_: Real to sign Neymar in December - report - Bangkok Post: Real Madrid has reached a deal with Santos to sign gift... h ...,2
Ritchie Becomes Father for the 3rd Time: While Madonna was busy promoting her upcoming movie W.E. in Venic... http://t.co/vmtxBRB,2
"gym workout starting with Beyonce then Katy,Kylie and finally Bruno great start to the morning",1
"I knw my ish!... ""Kev hart voice""...lol! Happy sunday!RT @DiMaaHhh: Lol:-pRT @Credo_Liyo: If kevin hart make u ... http://tmi.me/e7wz4",1
@HamHann haha was it as bad as your night in Barcelona with the bucket o chund!?,0
@joefooty will Tenaction broadcast Spanish super cup Real Madrid vs Barcelon on the 14th and 17th of august ?,2
"Hooked on Sons Of Anarchy thanks to @DemonRust its too good too stop watching, all day viewing today!",1
Democrats defeat Republicans 8-2 in Congressional baseball game tonight.,2
RT @pwire: Boehner proposes Obama speech be on the same night as NFL opening night... http://t.co/kBX7PRr,2
What if Cena wins the Undisputed WWE Championship match at Summerslam this Sun? A riot is very likely to take place!!,0
"Nokia N9, BlackBerry Bold Touch clear FCC: The Nokia N9, as you may remember, showed a bizarre twist in the comp... http://bit.ly/oCxHkd",2
@jordanknight Hope u have a great show tonight. Me & the Chi/IN girls are so excited to see you in London tomorrow!,1
Inbetweeners movie coming to cinemas in Ireland on the 19th of August. I have never wanted to see a movie so bad!! #shouldbegood ;),1
"Check this video out -- Obama, Sarkozy, Cameron, how many children did you kill this night? http://t.co/AvYCIQJ via @youtube",0
#inappropriatefuneralsongs Thriller by michael jackson. while the dancing may be great having to kill your zombie grandma wont be as great,2
Im on that zan with that lean and nun but Irene today at band camp jus to laugh at these poo ass freshman snare drummers,0
RT @JasChanel I went to see Kevin Hart and still can't wait to go see the movie on the 9th!,1
"Russian air crash kills 'almost all of KHL team Pavol Demitra,Karlis Skrastins,Ruslan Salei,Brad McCrimmon among the dead, may they all #RIP",0
I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...,2
"@jahmi @stephenemm For Inbetweeners movie next wednesday, going for the 8pm showing at cineworld in town, everyone to book their own tix :)",2
is all about One Night by Elvis Presley,1
@zavvionline: Deus Ex: Human Revolution is the 3rd game in the series #DeusEx,2
"To compare, Anderson Silva also has won 8 bonuses and made $475,000. If Lytle gets a bonus tonight, the $65k would be his 2nd biggest one.",2
"@britneyspears: ""So amazing to have the beautiful Lady Gaga at the show in AC tonight. Love you girl.- Britney""",1
I don't know what to wear tomorrow and I definitely believe this is the work of Lady Gaga and her team,2
@yungbrodee: Cabana this friday.... you might find Marissa and Irene there being rachetts trying to get niggas with bottle service #Hoes,2
UFC 134 This Sunday from 11am - Anderson SILVA V Yushin OKAMI - Don't miss it. In the Sports Bar live. http://t.co/2LEHcmj,1
RT @suzanne_moore: Am going on Womans Hour tomorrow. Whats more so is PJ Harvey.,2
RT @MissMJlover2009: -- Michael Jackson - Remembering June 13th http://t.co/dqRZyYM #OnlyMJFansUnderstand i love you michael jackson,2
It's all PJ Harvey and Queens of the Stone Age today #nowplaying,2
RT @Lord_Voldemort7: Apparently the #vmas are tonight. I refuse to support anything which helped the Jersey Shore cast flee the hurricane.,0
"I feel like a kid before xmas, i cannot wait to get oneRT @NokiaKnowings: In case you missed it...Nokia N9 release date http://t.co/VjvQpHF",1
As good as the fights were tonight I'm glad this one is over. One day closer to seeing Anderson Silva clown a massive Asian man #spidersense,1
"Oh, oh, oh just realised it's 3 weddings in a row then PJ Harvey on Sunday",2
Final Destination 5 is coming out soon. I never thought they'd make a 5th one! #youcantcheatdeath,2
#jerzday tonight FIRST EPISODE OF JERSEY SHORE SEASON 4 PREMIERES TONIGHT!!!!! :'),1
"Dang, Forrest didn't get it done. :/ He was our last American hope tonight, oh well... Now for the main event Anderson Silva vs Yushin Okami",0
"Drove the bike today, about 40 miles. Felt like Jim carrey on me myself and Irene!",2
"#nw kung fu panda 2. dnt judge me, i like animated movies (plus the 1st one was the shit).",1
"MTA agent to me: ""This card has been damanged since yesterday morning."" Me: ""But I used it last night."" MTA: ""No you didn't.""",2
"Rainy day, got alot done tho. Registration tmrw morning! Rdy to eat din and watch Sons of Anarchy, can't wait for the new season! #stoked",1
Absolutely gutted. Wish I could watch RT @680News Lloyd Robertson set to end 41year run as national news anchor tonight http://t.co/rFuwYds,0
"I saw okay movie there friday night""Rise of the Planet of the Apes"",i still like Conquest",1
"After an almost 60-year career, Lloyd Robertson broadcasts his last @CTVNationalNews Sept 1, he joins us next",1
What I want to see on Sunday on True Blood - Eric Eric More Eric Naked Eric Pam Did I mention Eric? http://tumblr.com/xdl3xv2g8x,1
@TwittaBeast @immaculate_nat at da end of da night no girl that roll with me is on da MTA! They are above that as long as I can afford that!,1
"I'm going to Opeth at Apolo in Barcelona, Spain - Nov 22 http://bnds.in/qnGtyw",2
@kwan1926  I laugh to death!!!lol!! Don't trust the translation of google anymore! It's is full of errors!! btw u played truant today .\_/.!,0
Very jealous of the ridiculous adventure @misterjorgensen is having tonight while I just sit at home watching Big Brother.,0
"Pavol Demitra with the Blues: 5th in scoring ALL TIME with 493 points in 494 games, 2000 Lady Byng Trophy, & 3 All Star Games in 8 seasons.",2
"@Bobandy1, @JonathanKyte, @neilmorgan1985 don't forget to look out for me and @JemmLou in the audience of Celebrity Juice tonight. Bangtidy!",1
Safe Mode with Networking - no internet: I am troubleshooting a BSOD in Windows 7 and may come back later with m... http://t.co/2gB8dMT,2
#NW True Blood can't wait til the new one comes on tomorrow,1
RT @JohnInToronto: Former NHL'er Pavol Demitra among the 44 dead in the Russian plane crash earlier today.,2
RT @howardeskin: Steve Williams just threw Tiger Woods under the bus after win w Adam Scott today. After 33 yrs and 145 wins this is the ...,2
Looking forward to the new Jersey Shore starting tonight. Has it started in Ireland yet?? What do tweeps think?? #jerseyshore,1
Caught up on True Blood!! I love it... Now time for bed! Night peeps.. be safe tonight :)!!!,1
"@ItsTheSituation Watched last week's Jersey Shore last night, you put your own head into the wall? Seriously, CRAZY! atleast Ronnie didn't!",0
@tpolamalu  Congrats on the new contract and good luck tomorrow in Bmore!  GO STEELERS!,1
"Sad news today, what a great player. RT @Buccigross: Pavol Demitra has died in the Russian plane crash.",0
RT @hardcandymusic: Revisit: Madonna: 12th Studio Album Rumor Update -  There are several rumors regarding the new Madonna... http://t.c ...,2
Just in case you need some inspiration today. Steve Jobs' 2005 Stanford Commencement Address: http://t.co/ibYRzfw via @AddThis,1
"RT @DanishBelieber: lol, imma Real Madrid fan, i dont want Barca to win :D. And I can see that Barca is winning, crap haha. C'MON REAL F ...",2
Today I learned that the new Deus Ex game is set in Detroit: http://t.co/HoTaAnG,2
To anyone planning on watching the Teen Choice Awards tonight. Spoiler Alert: The winners are Justin Bieber and Twilight.,1
Excited to go see Rise of the Planet of the Apes tonight,1
"RT @Lucirmas: Time for #MusicMonday.. Today's choice is PJ Harvey - In the Dark Places, for the album Let England Shake http://t.co/MjGI ...",2
"Went to see ""Rise of the Planet of the Apes"" tonight. It was pretty dope; I give it 5 Bananas.",1
Is it just me or is Google apps email just plain slow today?,0
"yes! RT @blitzmegaplex Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK",2
Ice Cube should come out with a Last Friday with everybody! Mike Epps Kat Williams Smokey Big Worm Kevin Hart & everybody else...,2
Today it's all about tablet PCs - here's a guide to the Windows 7 operating system http://t.co/3LCANCx,2
@kingkc1 What's annoying is that the one I pre-ordered just came today...Steve Jobs just looted my card.,0
Why Verizon's 4G Limits May be the Droid Bionic's Achilles Heel - Gotta Be Mobile #verizon #phone,2
"A win for either Metronomy, Everything Everything or PJ Harvey would be a satisfactory outcome for tonight's Mercury Awards.",1
Off to learn about google analytic today.... I hope it doesn't get too technical. Looking forward to it though.,1
Is about to go see The Help!!  Can't wait for Final Destination 5 on Friday!!,1
"Tonight's WWE RAW takes place from the HP Pavilion in San Jose, California. Confirmed for tonight's SummerSlam... http://fb.me/JbJEut14",2
"Latest: Steelers, Polamalu agree to four-year deal: The Pittsburgh Steelers agreed to terms Saturday with Troy P... http://t.co/t28eS0d",2
RT @DerekSnider: RT @theScore Former teammates of Pavol Demitra reflect on their fallen friend after the Lokomotiv plane crash in Russia ...,2
Good Morning America of Nicki Minaj was great when she perform Moment 4 Life @NICKIMINAJ #NickiMinaj,1
Very quiet story-wise this morning. My only emails have been about my Yammer activity & an alert about PJ Harvey tickets going on sale.,2
"& then @JusSOBrooklyn idk he danger, we in a whip full w/deals,weapons & Beyonce new CD - night almost killed me IM N2 self preservation bro",0
Found High School Musical on Netflix...may or may not be watching it. Wish you were here @karencherine!,2
"7/9/1983 Madonna released ""Holiday"" as a single from ""Madonna: The First Album"", It was the 1st Madonna song to enter the Billboard Hot 100.",1
"RT @gatorgirl277: @DrDrewHLN  Conrad Murray claims MJ was unable to ""sleep"" the entire morning yet Murray was on his phone all AM--does  ...",0
child like excitement building ahead of the #RWC think my 2nd team is going to be Tonga #loveabitofbiff,1
"Yassss, Deus Ex is actually out 26th august. that's brightened up my day a bit:)",1
Must get all my work done and ahead with cleaning my house before 10pm so I can have a night in with the Sons of Anarchy,1
@claviusrobinsky am just going to be hanging at my mom's for the week. Ross arrives the 26th and we go straight to Vegas.,2
RT @marcohanna: @afairclub sold out tonight!! Charlie Sheen's Cake Party!! Marco Hanna Live with Dudu Sax !!!,1
I want to see EB but idk don't look to good guess ill call it a netflix night.,0
I was dreaming about Vampire Diaries last night. GALING.,2
"Conrad Murray's trial is set for September 8th, it will be shown on live television. I am watching it. #JusticeForMJ",2
@nidge1uk Yer off to take son for his first day at big school. Then it's google analytics training for me.  How was your night?,2
"every tweet i see tomorrow about jersey shore, im tweeting 10 times about the nfl season opener.",2
"RT @jamiedupree: The mantra from Republicans to Democrats today is, 'if you don't like our plan, then where is your plan""",2
Devo Brown: Thanks for another great night everyone!! Don't forget tomorrow Roz and Mocha speak with Lloyd Robertson & Jason Priestley!,1
@Rob_Scotland getting there slowly mate! Have you seen there are riots in London tonight? I only just noticed myself and i am not even drunk,2
"#nowplaying Elvis Presley. Love me tender - just as good as @cerysmatthews version at Solus, Cardiff in November '08",1
"TEPCO UN chief in Japan as nuclear crisis simmers: UN chief Ban Ki-moon arrived in Japan on Sunday, where he pl... http://yhoo.it/pKUlVh",2
"Final Reports: Ravens vs. Steelers: Tomorrow at 1pm, the regular season begins for the Steelers when they face o... http://t.co/3dkvxMR",2
"@EmlovesTheSats she might be, most artists tend to get knocked off after the 1st week, unless they're GaGa or Beyonce or something haha x",2
Boise State may make Brandon Boykin's day. http://t.co/yBVsBqr /via @wordpressdotcom #uga #dawgs #boise #georgia #bulldogs,2
There's a bit of PJ Harvey going on today.,2
"RT @Funnyusername96: Four Lions tonight on C4 @ 9.00pm. Watch it if you haven't already, f*cking hilarious film.",1
Can't wait for tomorrow night! And no not bc of jersey shore but bc it's the first official game of the NFL season!,1
"Real Madrid have signed a seven-year-old Argentine boy, a spokesman for the club confirmed on Monday http://tinyurl.com/43ye3bh",2
"Its 2 AM & I have to wake up at 5:30 in the morning. To sleep or to keep watching Jersey Shore? TO SLEEP! nah, I think I'll stay up :D",1
"Droid Bionic pops up on Motorola site, looks set for September 8 release: Between the leaked ads, blurry photos ... http://t.co/zw6xC19",0
Off to see the Nokia N9 tomorrow. It'll be like being a real consumer tech dude again. Also off to an event at the new Winnings store.,1
Tempted to get a Droid Bionic today but rumors of the Nexus/Droid Prime in November are keeping me from getting one.,2
"Who wants to go see @USAEaglesRugby beat Canada's Rugby team tonight in Glendale, CO? Send them off to the Rugby World Cup the right way?",1
"TGI Friday's was good! Going to the moves to see ""Rise of the Planet of the Apes"".",1
"Morning all- another day at @bitten2 meeting the stars of True Blood. Autographs and photos for me today, once the vodka-fug has cleared",1
Celebrity Juice tonight 10pm itv2. Hurrraaaaah! its a Back to school special,1
"RT @Deanofcomedy: Heading out today with @MuslimsRComing Tour to Tupelo, Mississippi to visit birthplace of Elvis Presley!",2
"At this point, Motorola and Verizon may just be allowing the DROID Bionic, one of the most hyped phones in rec... http://t.co/3iTXZuN",2
Just found out that the new season for Vampire Diaries comes out Sept 15th :-),1
Sheen's 'winning' ways get roasted: Charlie Sheen took it on the chin Saturday night at a Comedy Central TV roast... http://t.co/nfDH3EA,2
Nokia N9 in nine seconds: By Ian posted on the 13th of July 2011 at 8:35AM GLOBAL - The Nokia N9 is fast. So fast that a regular 30-s...,1
So apparently Lady Gaga went to go see Britney's Femme Fatale Tour in Atlantic City tonight!,2
"@ExecutiveOtaku o_O Well, (un)fortunately, you'll prob need at least one of those if you come to London in late Oct.!",0
I guess I'm going to watch Anderson Silva whop a nigga ass while drinking Grey Goose tonight,1
"I'm really dying to hear that track with Beyonce and the full version of ""That's My Bitch"" off Watch the Throne. Monday must come sooner",1
"Four Lions on C4 tonight everyone, i implore you to watch, or at least record!",2
Charlie Sheen seems pretty confident/badass for his upcoming roast. He actually seems like he has it together. I may watch.,1
"@ColbertReport RT Why does Steve Jobs hate you your link http://t.co/q8eveOE ""Cars perform ""My Best Friend's Girl"" needs flash to play",0
"RT @CRonaldoTeam: According to Marca, Neymar will be moving to Real Madrid in December 2 days after the Club World Cup.",2
"Yesterday is the day the atomic bomb in Japan. I embarrassed as a Japanese, was a moment of silence for the first time.",0
"Leonel Angel Coira signed with Real Madrid and will begin training September 6th, he is 7. I need to get Pax some cleats.",2
Woods Sputters In Third Round At Bridgestone: Tiger Woods slipped further down the leaderboard Saturday after ca... http://bit.ly/qIPR1d,2
Let's see what shitty movie Netflix has recommended for me to watch tonight.,0
@derekblasberg Uh-Oh - you must have loathed my apartment - why didn't Madonna have her outburst in July???,0
(Droid-Life) Additional Confirmation that the DROID Bionic will be Here September 8 http://t.co/M0cIbmK,2
"Finally watching last weeks True Blood, ready for the new episode tonight.  How is everyone else this morning?",1
"Today is My Birthday,the anniversary of the death of Elvis Presley and the birthday of Madonna,I wonder if I'll be famous...I=No Talent |=",0
"Congrats to client @drcasio for his TV debut on Big Brother's Bit on the Side last night, analysing social media mentions of housemates",1
@D_Hiatus what you up to man?  Did you go see Rise of the Planet of the Apes last night?,2
Anyone else already getting goosebumps about how loud goodnight Irene will be at 2:55 tomorrow afternoon #blackthornendmyrealhome,1
"1 day left!Time is ticking down...Tonga should start getting worried ('',). Just kidding, may the best team win!!!('',) tomorrow.Go BLACKs",1
RT @ZaidJilani: The brilliant Drew Westen offers a great critique of the Obama presidency: http://t.co/DOBUyVU,1
"kicking off the World cup"" Friday, All Blacks vs Tonga!?! Yeeeaah!! I'm so looking forward to just laxing back Popcorn & a glass a bubbly!?!",1
"Why the most lovely artists are not always understood? Lady gaga, justin bieber, miley cyrus etc etc today they have to know that...",2
"Really looking forward to the release of Deus Ex: HR on friday, just annoying that North America gets it tomorrow...",1
Perhaps a bit insensitive showing the film Four Lions in the run up to the 9/11 10th anniversary..... #justsaying,0
Well since it's been the 7th here n Japan 4 over 12 hrs I'd like 2 wish my BFF @MiaMcK a grand 26th. Sad I can't b there w/you.,1
"Nokia N9 Might Just Come to the UK, Unofficially Though: Finnish mobile giant Nokia may have made it clear that the UK, along with Sw...",2
"Bring it on!! :) RT @cinema21: Kung Fu Panda 2 will released on Tuesday, 16 August 2011",1
Wantin to go out tonite....but no one to go out with so i guess i'll be on netflix  tonite,2
Walking through Chelsea at this time of day is rather lovely. Love London at night :D,1
Update: 'Rise of the Planet of the Apes' Takes in Nearly $20M on Friday - Christian Post http://www.whople.com/14355,2
RT CBSAtlBreaking: Jury selection begins today in the trial of Conrad Murray. He's the doctor charged w/ involun... http://t.co/Vxs4cz6,2
PRAY NO ONE GETS HURT OR KILLED IN LONDON TONIGHT GUYS. This looks like it's gonna go on for hours.,0
"Facebook scam says Lady Gaga's dead! -  Realbollywood.com News: London, Aug 7: A scam doing the rounds on ... http://tinyurl.com/3kttasu",0
@TDLautner34 so when we are goin to see u in twilight..........i now its nov......but the date..........,2
We all went to see Rise of the Planet of the Apes last night...I actually enjoyed it a lot! That chimp Caesar was a great actor. Seriously.,1
Britney: Lady Gaga's here tonight. Me: WHAT? *Watches Gaga the rest of the night *  Me: Who's concert was that ? I forgot. ;D,1
"All across the US, with Live Feeds down, Big Brother fans are seeing the Sun for the first time in months.",2
"@theN5er lol I been in Oz 6months now on my 4th & final stint. Love it but do miss London, prob coz I can't get 2d Emirates no more. #afc",1
RT @BSUBroncoNation: Program Alert: @TheMtn will be having a debate whether or not Boise State can win it all! Check out the show today  ...,2
"I've got one ticket to the Michael Jackson tribute gig for sale on Oct 8th dm @pinkysibbs for details,please RT!",2
Monday Morning Mobile: The 24/7 Consumer: When Steve Jobs made a surprise appearance to unveil the ipad2 earlier... http://t.co/aAexeRO,2
I'm worried I may sing out loud on the train!! Beyonce's album just gets me in the singing mood everytime!,1
crap i meant to let #oomf use my microsoft office thing for their computer today...well he'll get it one weekend when we both in town!,0
RT @Jessica1294: @supermac18: Omfg Britney is like here in MA... AHHHH!!! along with Nicki Minaj. Omggg the concert is tomorrow :DDD thi ...,1
My soup just blew up in the microwave and exploded everywhere. So far today has been a bigger bitch than Madonna is to hydrangeas.,0
@tamartorello Oh my gosh that's hilarious - love it! Did you read the one on Steve Jobs? http://onforb.es/nibJjg Love the Tuesday reading :),1
Prayin for the families that lost someone today in the plane crash. Pavol Demitra one of my favorite players rest in peace. :'(,1
